Project Name,Package Name,Type Name,Code Smell
eclipse.pde.ui-20060822,org.eclipse.pde.core,IIdentifiable,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.core,IModel,Broken Hierarchy
eclipse.pde.ui-20060822,org.eclipse.pde.core,IModelProvider,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.core,ModelChangedEvent,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.core.build,IBuildEntry,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.core.plugin,IExtensionsModel,Unnecessary Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.core.plugin,IExtensionsModel,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.core.plugin,IMatchRules,Broken Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,AbstractModel,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,BinaryRepositoryProvider,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,BinaryMoveDeleteHook,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,BinaryFileModificationValidator,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ClasspathUtilCore,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,EntryFileAdapter,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,EntryFileAdapter,Broken Hierarchy
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ExtensionsHandler,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ExternalFeatureModelManager,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ExternalJavaSearchClasspathContainer,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ExternalJavaSearchInitializer,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ExternalModelManager,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,FeatureModelManager,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,FileAdapter,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ICoreConstants,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ICoreConstants,Broken Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,IEnvironmentVariables,Broken Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,IFeatureModelDelta,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,IFileAdapterFactory,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,IPluginModelListener,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,JavaElementChangeListener,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,JavadocLocationManager,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,JavadocLocationManager,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,MinimalState,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,ModelEntry,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,NLResourceHelper,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDEAuxiliaryState,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PluginInfo,Unutilized Abstraction
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PluginInfo,Broken Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECore,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECore,Broken Hierarchy
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECore,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECore,Insufficient Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECore,Hub-like Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECoreMessages,Deficient Encapsulation
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDECoreMessages,Broken Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDEExtensionRegistry,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDEManager,Cyclic-Dependent Modularization
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDEState,Broken Hierarchy
eclipse.pde.ui-20060822,org.eclipse.pde.internal.core,PDEState,Cyclic-Dependent Modularization
